Posted Date,Job Title,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-10-14 20:49:55.599354,Automation Tester,QA QC,Smilegate Vietnam,At office,IT Product,Game,51-150,South Korea
2024-10-14 20:49:55.599354,"Senior Full Stack Engineer (Node.js, English)",TypeScript,CoverGo,At office,IT Product,N/A,51-150,Singapore
2024-10-14 20:49:55.599354,Backend Senior Developer (NodeJS),UI-UX,Business4you AG,At office,IT Product,"Media, Advertising and Entertainment",51-150,Switzerland
2024-10-14 20:49:55.599354,"Data Engineering (Python, SQL, Oracle)",SQL,HDBank,At office,IT Product,Banking,1000+,Vietnam
2024-10-14 20:49:55.599354,"Quản Lý Dự Án (Project Manager, Agile, Scrum)",Agile,HDBank,At office,IT Product,Banking,1000+,Vietnam
2024-10-14 20:49:55.599354,"[Urgent] 03 .NET Developer (C#,Azure,SQL)",SQL,Optimizely,At office,IT Product,IT Services and IT Consulting,151-300,United States
2024-10-14 20:49:55.599354,Python Software Architect,Software Architect,KMS Healthcare,Hybrid,IT Outsourcing,Healthcare,301-500,United States
2024-10-14 20:49:55.599354,"Senior Business Analyst (Project Manager, Data Analyst)",Project Manager,Airquay Vina,At office,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-14 20:49:55.599354,"Senior Frontend Dev (JavaScript, ReactJS, Angular...)",ReactJS,Airquay Vina,At office,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-14 20:49:55.599354,"Senior Frontend Developer (NextJS, ReactJS, Javascript)",JavaScript,BlueBottle Digital Việt Nam,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-10-14 20:49:55.599354,Backend Engineer (Kotlin/Spring) - NAVER FINANCIAL,Kotlin,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-14 20:49:55.599354,CV/CVCC phát triển nền tảng đa kênh,Oracle,PVcomBank,At office,IT Product,Financial Services,301-500,Vietnam
2024-10-14 20:49:55.599354,Backend Developer (Java/Spring/Oracle) - All Level,Oracle,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-14 20:49:55.599354,AI Engineer ( Python/ Scala/ Django/ Java ) - Khối CNTT,Django,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-13 20:49:55.599354,"07 Tester (QA QC, MySQL, Linux)",Database,iDentalSoft,At office,IT Product,Healthcare,1-50,United States
2024-10-13 20:49:55.599354,"07 Developer (Java, C#)",MySQL,iDentalSoft,At office,IT Product,Healthcare,1-50,United States
2024-10-12 20:49:55.599354,Middle Java Developer (English Required) - Up to 2500$,SQL,"Rakuten Fintech Vietnam Co., Ltd.",At office,IT Product,Financial Services,51-150,Japan
2024-10-12 20:49:55.599354,"Software/Technical Architect (Python, AWS, VueJS)",Software Architect,LACONIC,At office,IT Product,Environment,1-50,United States
2024-10-12 20:49:55.599354,"Head of Product (PM, strong Technical Background)",Software Architect,OpenCommerce Group,Hybrid,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,Senior Technical Lead (Java/Python/NodeJS),Python,PAL TECH,At office,IT Product,Software Products and Web Services,51-150,Singapore
2024-10-11 20:49:55.599354,Senior Product Manager/Product Owner,Business Analyst,PAL TECH,At office,IT Product,Software Products and Web Services,51-150,Singapore
2024-10-11 20:49:55.599354,"Chuyên viên Phát triển, quản trị hệ thống Báo cáo (SQL)",Oracle,VRB,At office,Non-IT,Banking,501-1000,Vietnam
2024-10-11 20:49:55.599354,"Chuyên viên An ninh bảo mật CNTT (Security, Java, SQL)",SQL,VRB,At office,Non-IT,Banking,501-1000,Vietnam
2024-10-11 20:49:55.599354,"Senior / Leader Mobile Dev (React Native, iOS, Android)",Android,HSC,At office,IT Product,Financial Services,501-1000,Vietnam
2024-10-11 20:49:55.599354,"Chuyên viên quản trị, vận hành cơ sở dữ liệu (DBA)",SQL,VRB,At office,Non-IT,Banking,501-1000,Vietnam
2024-10-11 20:49:55.599354,IT Project Manager_Digital Banking,Agile,FE CREDIT,At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,"Senior Backend Engineer/Web Dev (Java, Python, .Net)",Python,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",At office,IT Product,Education and Training,1-50,Vietnam
2024-10-11 20:49:55.599354,Senior Backend Engineer (Python/Django/Database/Agile),Database,Zien Solutions,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-11 20:49:55.599354,Senior Software Engineer (Generative AI),Agile,Zien Solutions,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-11 20:49:55.599354,"(Senior) Frontend ReactJS Dev (JavaScript, HTML5)",HTML5,HSC,At office,IT Product,Financial Services,501-1000,Vietnam
2024-10-11 20:49:55.599354,Senior Frontend Developer (ReactJS),JavaScript,ICHIBA,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,"IT Business Analyst (UI-UX, Product Owner)",UI-UX,OpenCommerce Group,Hybrid,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,Product Owner (Middle),Agile,"Gearment Co.,Ltd",At office,IT Product,E-commerce,1-50,United States
2024-10-11 20:49:55.599354,Mobile Engineer (Flutter),iOS,"SILVERAI., JSC",Hybrid,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-10-11 20:49:55.599354,[Automation/Manual] Software Tester - Up to 1500$,QA QC,Breadstack Technologies Inc,At office,IT Product,IT Services and IT Consulting,1-50,Canada
2024-10-11 20:49:55.599354,Manual Tester,SQL,Mcredit - Công ty Tài chính TNHH MB Shinsei,At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,Associate Project Manager (IT Outsourcing),Agile,Groove Technology,Hybrid,IT Outsourcing,Software Development Outsourcing,151-300,Australia
2024-10-11 20:49:55.599354,Japanese Speaking Project Manager,Agile,Hitachi Digital Services,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States
2024-10-11 20:49:55.599354,Sr./Lead Backend (Java/Python),Python,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,"Unity Games Developer (iOS, Android, PC)",OOP,Công ty TNHH Thankslab Việt Nam,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-10-11 20:49:55.599354,Chuyên viên cao cấp Phát triển Ứng dụng Mobile App,Swift,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,IT Product,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,Middle/Senior QC Engineer (QA/QC),Tester,Excel Technologies,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-11 20:49:55.599354,Scrum Master (Agile),Agile,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,Project Manager,Agile,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,"Front End Engineer (ReactJS, React Native, English)",JavaScript,WVB Vietnam,At office,IT Product,N/A,51-150,United States
2024-10-10 20:49:55.599354,(Hanoi | Remote) Senior/ Mid Backend Engineer (Python),Django,Breadstack Technologies Inc,Remote,IT Product,IT Services and IT Consulting,1-50,Canada
2024-10-10 20:49:55.599354,Linux System Engineer (PHP),System Engineer,Công ty TNHH Thankslab Việt Nam,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-10-10 20:49:55.599354,"Sr Backend Developer (Python, product, start-up)",SQL,RECURVE,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-10-10 20:49:55.599354,Angular or ReactJS/ NodeJS (Nha Trang City),ReactJS,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-10-10 20:49:55.599354,Middle/Senior Frontend Engineer (ReactJS/NextJS),NextJS,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-10 20:49:55.599354,"Embedded Android Platform Engineer (Linux, C/C++)",Embedded,Datalogic Việt Nam,At office,IT Product,Manufacturing and Engineering,501-1000,Italy
2024-10-10 20:49:55.599354,CV quản lý và phát triển sản phẩm App MBBank -PO Retail,Agile,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-10 20:49:55.599354,Frontend Dev (Angular/HTML5/JavaScript),HTML5,Ambitionplus Custom Solutions,At office,IT Outsourcing,Software Development Outsourcing,1-50,Australia
2024-10-09 20:49:55.599354,Full Stack Engineer (Fintech/ Startup/ HCM),Ruby on Rails,"Net Protections Vietnam Co., Ltd.",At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-10-09 20:49:55.599354,"Mid/Senior DevOps Engineer (Cloud, AWS)",AWS,TymeX,At office,IT Product,Banking,301-500,Singapore
2024-10-09 20:49:55.599354,[HCM] Middle Java Developer | Up to $1500,OOP,Hybrid Technologies,At office,IT Outsourcing,Software Development Outsourcing,501-1000,Japan
2024-10-09 20:49:55.599354,Senior Frontend Engineer (VueJS /ReactJS),ReactJS,LINE Vietnam,Hybrid,IT Product,Telecommunication,151-300,South Korea
2024-10-09 20:49:55.599354,.Net Developer (WPF),Agile,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-10-09 20:49:55.599354,Embedded engineer ( C++/ C language),C language,Homegy,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-09 20:49:55.599354,"Lập trình viên ASP.NET (VB.NET, C#, SQL) Up to $1.500",ASP.NET,DTS Software Vietnam,At office,IT Outsourcing,Software Development Outsourcing,151-300,Japan
2024-10-09 20:49:55.599354,"Senior .NET Developer (OOP, ASP.NET)",OOP,Công Ty TNHH Thời trang và Mỹ phẩm châu Âu (ACFC),At office,IT Product,Retail and Wholesale,1000+,Vietnam
2024-10-09 20:49:55.599354,Front-End Developer (Shopify/Magento/JavaScript/HTML5),HTML5,Forix,At office,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-10-09 20:49:55.599354,iOS Developer (Swift/Objective-C),Swift,MAPLE LABS,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-10-09 20:49:55.599354,"Web Designer (HTML, CSS)",HTML5,Công ty TNHH Autonsi,At office,IT Outsourcing,Software Development Outsourcing,1-50,North Korea
2024-10-09 20:49:55.599354,"Quality Control Engineer (QC, Automation Test)",Agile,FireGroup,At office,IT Product,E-commerce,151-300,Vietnam
2024-10-08 20:49:55.599354,"Middle/Senior NodeJS Developer (MySQL, MongoDB)",MySQL,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-10-08 20:49:55.599354,Senior IT Business Analyst,Product Owner,Masterise Group,At office,IT Product,"Real Estate, Property and Construction",501-1000,Vietnam
2024-10-08 20:49:55.599354,"Senior Web Developer (ReactJS, NodeJs)",JavaScript,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-10-08 20:49:55.599354,Product Owner,UI-UX,Kompa,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-10-08 20:49:55.599354,Data Scientist/Machine Learning Engineer,Java,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-10-08 20:49:55.599354,Product Owner / Business Analyst (Digital advertising),Business Analyst,CÔNG TY CỔ PHẦN TQC SOLUTION,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-10-08 20:49:55.599354,Project Manager,Agile,OTS,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-10-08 20:49:55.599354,"Manual Tester (QA QC, English)",English,Relia Software,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-08 20:49:55.599354,5 QC Engineer (Manual/Automation),Tester,SAI Digital,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-10-08 20:49:55.599354,[REMOTE] Backend Game Developer (PHP),PHP,Ateam Việt Nam,At office,IT Product,Game,1000+,Japan
2024-10-08 20:49:55.599354,Senior Full-stack Developer (Python),JavaScript,Gigarion Technology,Hybrid,IT Outsourcing,Software Development Outsourcing,1-50,United States
2024-10-08 20:49:55.599354,Manual Tester (QA/QC),Magento,Forix,At office,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-10-08 20:49:55.599354,AWS Software Engineer,AWS,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-10-08 20:49:55.599354,"Fr/Junior Blockchain Developer (Python, JavaScript, Go)",Python,Công ty TNHH Công nghệ RBX,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-10-08 20:49:55.599354,"05 Senior/Lead Java Backend (Springboot, Microservices)",Agile,HCL Vietnam Company Limited,At office,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-10-08 20:49:55.599354,"Junior C# Developer (C#, .NET, ASP.NET)",ASP.NET,InMeeting JSC.,At office,IT Product,Professional Services,1-50,Vietnam
2024-10-08 20:49:55.599354,"Senior Backend Developer (C#, .NET, OOP)",OOP,InMeeting JSC.,At office,IT Product,Professional Services,1-50,Vietnam
2024-10-07 20:49:55.599354,08 Sr. Backend Engineer (Golang/Java/Python/NodeJS),Python,HCL Vietnam Company Limited,Hybrid,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-10-07 20:49:55.599354,"Fullstack Engineer (Java, VueJS/Angular) - TNEX - 4B007",Angular,Tập đoàn ROX (ROX Group),At office,IT Product,Financial Services,1000+,Vietnam
2024-10-07 20:49:55.599354,Senior Python Developer,Oracle,Hitachi Digital Services,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States
2024-10-07 20:49:55.599354,Senior Front-end Engineer (React/Typescript),CSS,Global Fashion Group,Hybrid,IT Product,Apparel and Fashion,1000+,United Kingdom
2024-10-07 20:49:55.599354,Senior UI/UX Designer,English,"Niteco Vietnam Co., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden
2024-10-07 20:49:55.599354,Data Engineer / Senior Data Engineer,SQL,Eyepax IT Consulting Company Limited,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Singapore
2024-10-07 20:49:55.599354,"Senior Software Engineer (NodeJS, ReactJS, AWS)",AWS,Eyepax IT Consulting Company Limited,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Singapore
2024-10-07 20:49:55.599354,"(Remote) Unity Developer (C#, Games)",C#,Reforged Labs,Remote,IT Product,Game,1-50,Vietnam
2024-10-07 20:49:55.599354,"Business Analyst / Project Manager (Chinese, Agile)",Project Manager,"APTECH VIETNAM CO., LTD",At office,IT Product,Software Development Outsourcing,1-50,Hong Kong
2024-10-07 20:49:55.599354,"Senior Backend/Web Dev (NodeJS, PHP, C#, ReactJS, Vue)",PHP,"APTECH VIETNAM CO., LTD",At office,IT Product,Software Development Outsourcing,1-50,Hong Kong
2024-10-07 20:49:55.599354,Database Developer (up to $2000 gross),SQL,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-10-07 20:49:55.599354,"Mobile Engineer Lead (React Native, Android, iOS)",Android,Simple Tech Investment,At office,IT Product,Financial Services,301-500,Vietnam
2024-10-07 20:49:55.599354,Sr Project Manager,Agile,Silicon Prime Labs,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-10-07 20:49:55.599354,[Remote] Senior Business Analyst,Agile,Faba Technology,Remote,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-06 20:49:55.599354,"Front End Developer (ReactJS, NextJS, JavaScript)",JavaScript,Meta Tech,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-10-19 20:49:55.599354,AWS DevOps Enginner (Python),Python,SBI FPT,At office,IT Product,Financial Services,51-150,Vietnam
2024-10-19 20:49:55.599354,"Fullstack Developer (ReactJS, NodeJS, TypeScript)",NodeJS,CÔNG TY TNHH SOCOTEC VIỆT NAM,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-19 20:49:55.599354,ServiceNow Administrator (JavaScript),Japanese,SBI FPT,At office,IT Product,Financial Services,51-150,Vietnam
2024-10-19 20:49:55.599354,"SecOps Analyst (Security, Cloud)",Cloud,Atheneum Vietnam,At office,Non-IT,Professional Services,301-500,Vietnam
2024-10-19 20:49:55.599354,Python Developer,MySQL,CÔNG TY TNHH HILAB TECHNOLOGY,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-19 20:49:55.599354,"Fullstack Developer (AngularJS, Java, PostgreSQL)",PostgreSql,EMTEK ELECTRIC AUTOMOBILE TECHNOLOGY DEVELOPMENT,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-19 20:49:55.599354,Frontend Developer (Shopify & Webflow Specialist),HTML5,Red Arrow Limited,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-19 20:49:55.599354,"Ruby On Rails Developer (PostgreSQL, Agile)",Agile,EMTEK ELECTRIC AUTOMOBILE TECHNOLOGY DEVELOPMENT,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-19 20:49:55.599354,"React Native Developer (iOS, Android)",Android,Vũ Gia Software,At office,IT Product,N/A,1-50,Vietnam
2024-10-19 20:49:55.599354,"Java Developer (Oracle, MySQL)",MySQL,Công ty cổ phần LifeteX,At office,IT Outsourcing,Software Products and Web Services,1-50,Vietnam
2024-10-18 20:49:55.599354,"Fullstack/Frontend Developer (ReactJS, HTML-CSS, C# .N)",ASP.NET,AXON HEALTHCARE,At office,IT Product,Healthcare,1-50,Vietnam
2024-10-18 20:49:55.599354,Web Developer,CSS,Velox Tech,At office,IT Product,N/A,1-50,Norway
2024-10-17 20:49:55.599354,"Middle Full Stack Developer(NodeJS,Java,Python)",Python,APA Tech,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-10-17 20:49:55.599354,"Back-End Developer (Java, Spring) ~2500$",Oracle,Công ty Cổ phần Chứng khoán An Bình,At office,IT Product,Financial Services,151-300,Vietnam
2024-10-17 20:49:55.599354,Front-end Developer (ReactJS/Typescript),JavaScript,Space T,At office,IT Product,E-commerce,1-50,Vietnam
2024-10-17 20:49:55.599354,Software Engineer (Java),ReactJS,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-10-16 20:49:55.599354,Junior/Senior QA Engineer (Tester/QA QC),English,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-10-16 20:49:55.599354,"IT Helpdesk (IT Support, Networking)",Networking,HTGSOFT Viet Nam,At office,IT Product,N/A,1-50,Vietnam
2024-10-15 20:49:55.599354,Mid Home Trading System Developer (Windows Desktop App),MVC,Daoukiwoom Innovation,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,South Korea
2024-10-15 20:49:55.599354,"Senior Data Operator - TA099 (Cloud, Database, Python)",Python,VPBank,At office,IT Product,Banking,1000+,Vietnam
2024-10-15 20:49:55.599354,"Senior ReactJs Developer (JavaScript, HTML5)",HTML5,TechSoft,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-10-15 20:49:55.599354,[Urgent] Project Leader (Japanese N3+),Japanese,NEC Vietnam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan
2024-10-15 20:49:55.599354,Senior Software Engineer (.Net Maui/Xamarin),English,iDeaLogic,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-10-15 20:49:55.599354,"Senior GCP Engineer (Cloud, SQL, Linux)",SQL,Dr.JOY,At office,IT Product,Healthcare,51-150,Japan
2024-10-15 20:49:55.599354,"[Remote] - Front-end Developer (ReactJS, CSS, Json)",CSS,Sisu Network,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-10-15 20:49:55.599354,CV Quản lý Hạ tầng Trung tâm dữ liệu (System Admin),System Engineer,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-15 20:49:55.599354,"Technical Lead (Python, AWS)",DevOps,BIWOCO,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-10-15 20:49:55.599354,C Embedded Software Engineer,JavaScript,LG Electronics Development Vietnam (LGEDV),Hybrid,IT Product,Software Products and Web Services,1000+,South Korea
2024-10-15 20:49:55.599354,Tuyển dụng FREELANCE React Native Developer,Android,Công ty TNHH Kloud Nine,Remote,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-10-15 20:49:55.599354,"Senior Developer (JavaScript/TypeScript, Node.js)",NodeJS,South East Asia Development Company | Seadev,At office,IT Product,Software Products and Web Services,1-50,United States
2024-10-15 20:49:55.599354,"Back-end Developer (NodeJS, MySQL, C# )",MySQL,Công ty cổ phần thương mại điện tử Winners Farm,At office,IT Product,Retail and Wholesale,1-50,Vietnam
2024-10-14 20:49:55.599354,Middle/Senior iOS Developer,English,Motorist Pte Ltd,At office,IT Product,Software Products and Web Services,1-50,Singapore
2024-10-14 20:49:55.599354,SAP Support Executive,ABAP,TH Group,At office,IT Product,Manufacturing and Engineering,301-500,Vietnam
2024-10-14 20:49:55.599354,DevSecOps Engineer,Python,Global Fashion Group,Hybrid,IT Product,Apparel and Fashion,1000+,United Kingdom
2024-10-14 20:49:55.599354,Business Analyst (SQL),SQL,Công ty Cổ phần MercTrans,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-10-14 20:49:55.599354,EJV Embedded Software Engineer (C/C++/English),C++,HCL Vietnam Company Limited,At office,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-10-14 20:49:55.599354,"IT Support Engineer (System Admin, Networking)",System Admin,AWING,At office,IT Product,N/A,1-50,Vietnam
2024-10-14 20:49:55.599354,"Expert, Software Engineering",Python,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-10-14 20:49:55.599354,Middle Unity Developer,Computer Vision,Skylink Studio,At office,IT Product,Game,51-150,Vietnam
2024-10-13 20:49:55.599354,"Java Fullstack Developer (Spring, English) Up to $2600",JavaScript,Integro Technologies,At office,IT Product,Financial Services,151-300,Vietnam
2024-10-13 20:49:55.599354,Software Developer (C/C++/JavaScript),JavaScript,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-10-13 20:49:55.599354,Senior Azure/Java Engineer,Azure,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-10-13 20:49:55.599354,Middle - Senior .NET Developer (Signing Bonus upto 25M),MVC,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-10-13 20:49:55.599354,Data Platform Engineer (Python/Java/Cloud)-K. Dữ Liệu,Python,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-10-12 20:49:55.599354,"Senior Java Backend Developer (J2EE, SQL, Linux)",Linux,Arbin Instruments,At office,IT Product,Manufacturing and Engineering,151-300,United States
2024-10-12 20:49:55.599354,Senior Project Manager (JLPT N2),SAP,Nitori Digital Base Vietnam,At office,IT Product,Software Products and Web Services,1-50,Japan
2024-10-12 20:49:55.599354,"DevOps (AWS, Azure, k8s)",English,RIKKEISOFT,At office,IT Outsourcing,Software Development Outsourcing,1000+,Vietnam
2024-10-12 20:49:55.599354,Automation Test Engineer (Java),English,Scandinavian Software Park,At office,IT Product,Software Products and Web Services,51-150,Sweden
2024-10-12 20:49:55.599354,AWS Network Specialist,AWS,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-12 20:49:55.599354,"Machine Learning Explorer (Python, SQL, Database)",Database,MediaX,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-10-12 20:49:55.599354,Senior Backend Engineer - Python,Java,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-12 20:49:55.599354,"Mobile Android Developer (Java, Kotlin)",Kotlin,LG CNS Việt Nam,At office,IT Product,Manufacturing and Engineering,151-300,Vietnam
2024-10-12 20:49:55.599354,Mobile Device Management Engineer - MDM,Cloud,AURIFY,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Belgium
2024-10-12 20:49:55.599354,Senior Data Analyst,Python,One Mount Group,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-12 20:49:55.599354,"Senior Scrum Coordinator (Agile, English)",Agile,Laidon Group,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-10-12 20:49:55.599354,"QA Tester (QA/QC, Agile)",Agile,Laidon Group,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-10-12 20:49:55.599354,"Senior Embedded Engineer (Linux, C/C++)",Embedded,Cartrack,At office,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam
2024-10-12 20:49:55.599354,Data Scientist (Computer Vision),Python,Cartrack,At office,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam
2024-10-11 20:49:55.599354,Product Owner (Native English Speaker),English,KeyTechX,Remote,IT Outsourcing,IT Services and IT Consulting,1-50,Singapore
2024-10-11 20:49:55.599354,"Python Developer (OOP, MySQL)",OOP,Outcubator,At office,IT Product,Financial Services,151-300,United States
2024-10-11 20:49:55.599354,Junior Full Stack Developer,ReactJS,AlphaSphere,At office,IT Product,Professional Services,1-50,United States
2024-10-11 20:49:55.599354,Senior IT Application Support - CRM,Computer Vision,FE CREDIT,At office,IT Product,Financial Services,1000+,Vietnam
2024-10-11 20:49:55.599354,"Hybrid Mobile Engineer (Cordova, JavaScript, English)",HTML5,Adnovum Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Switzerland
2024-10-11 20:49:55.599354,System Administrator,English,Adnovum Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Switzerland
2024-10-11 20:49:55.599354,Nhân viên IT,IT Support,TH Group,At office,IT Product,Manufacturing and Engineering,301-500,Vietnam
2024-10-11 20:49:55.599354,[Lâm Đồng] Chuyên viên Data Trang trại,Database,TH Group,At office,IT Product,Manufacturing and Engineering,301-500,Vietnam
2024-10-11 20:49:55.599354,"[HAN] SQA Senior/Leader (QA/QC, Japanese N2) | Upto 45M",Japanese,Hybrid Technologies,At office,IT Outsourcing,Software Development Outsourcing,501-1000,Japan
2024-10-11 20:49:55.599354,Junior Business Analyst (BA/PO),UI-UX,AROBID.COM,At office,IT Product,E-commerce,51-150,Vietnam
2024-10-11 20:49:55.599354,Senior Project Manager-Mobile Game Development (Games),Agile,Mirai Labs,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-10-11 20:49:55.599354,Senior Cyber Security Operator (Networking),Python,Masterise Group,At office,IT Product,"Real Estate, Property and Construction",501-1000,Vietnam
2024-10-11 20:49:55.599354,Backend Engineer (.NET),Java,Deliveree On-Demand Logistics,At office,IT Product,"Transportation, Logistics and Warehouse",51-150,Singapore
2024-10-11 20:49:55.599354,"Software Engineering Manager (B2B SaaS, hybrid)",Project Manager,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-11 20:49:55.599354,Mobile Leader (Java/ Android/ iOS),Android,Công ty HTSC,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-11 20:49:55.599354,Business Analyst (CLIMS),Agile,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-10-11 20:49:55.599354,Middle/Senior Devops Engineer,AWS,FLINTERS VIETNAM,At office,IT Service and IT Consulting,Software Development Outsourcing,151-300,Japan
2024-10-11 20:49:55.599354,Quality Assurance (QA/ PQA) - Khối Dữ liệu (HO24.121),PQA,MB Bank,At office,IT Product,N/A,1000+,Vietnam
