Posted Date,Job Title,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-09-26 20:49:55.599354,"Mobile Engineer (Flutter, iOS, Android)",Flutter,Masterise Group,At office,IT Product,"Real Estate, Property and Construction",501-1000,Vietnam
2024-09-26 20:49:55.599354,Software Engineer (.NET Core) ~ Up to $2000,.NET,Enlab Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-26 20:49:55.599354,Middle/ Senior PHP Developer (Laravel),PHP,Hasaki,At office,Non-IT,Retail and Wholesale,1000+,Vietnam
2024-09-26 20:49:55.599354,PHP Developers (Middle/Senior),PHP,Vision Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-09-26 20:49:55.599354,"[Hybrid or Remote] - Fullstack Dev (Shopify, PHP)",PHP,Yet Company,Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-09-26 20:49:55.599354,Backend Developer (Jave/Spring/NoSQL),Java,SmartMind Securities (SMDS),At office,IT Product,Financial Services,51-150,Vietnam
2024-09-26 20:49:55.599354,Frontend Developer (VueJS/Angular/Flutter),VueJS,SmartMind Securities (SMDS),At office,IT Product,Financial Services,51-150,Vietnam
2024-09-26 20:49:55.599354,"Sr./Mid SOC Analyst - Security, DevSecOps & Testing",Security,TMA Solutions,At office,IT Outsourcing,Software Development Outsourcing,1000+,Vietnam
2024-09-26 20:49:55.599354,Java Developer (Spring/Java Core),Java,Terralogic,At office,IT Outsourcing,IT Services and IT Consulting,151-300,United States
2024-09-26 20:49:55.599354,"Front-end Developers (HTML5, CSS, JavaScript)",JavaScript,GemCommerce,At office,IT Product,E-commerce,51-150,Vietnam
2024-09-26 20:49:55.599354,Full-stack Developer (Java/.NET/PHP - 3 yoe),Java,Allexceed Việt Nam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-26 20:49:55.599354,Senior Automation Engineer,Automation Test,Qualgo Technologies,At office,IT Product,Cyber Security,151-300,Vietnam
2024-09-26 20:49:55.599354,Deputy Regional Product Manager,Product Manager,Fullerton Health,At office,IT Product,Healthcare,51-150,Singapore
2024-09-26 20:49:55.599354,Senior Golang Engineer,Golang,Orient Software Development Corp.,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Singapore
2024-09-26 20:49:55.599354,Senior Fullstack .NET Engineer – Sign-on Bonus,.NET,Orient Software Development Corp.,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Singapore
2024-09-26 20:49:55.599354,Senior Test Leader,Automation Test,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-09-25 20:49:55.599354,QC Engineer (Nha Trang City),QA QC,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Mobile Developer (Nha Trang City),React Native,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Full-stack Developer (Developer),.NET,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Front-end Developer (Nha Trang City),ReactJS,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Product Owner,Games,Skylink Studio,At office,IT Product,Game,51-150,Vietnam
2024-09-25 20:49:55.599354,HO - Data Scientist (Banking Models),Python,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,HO - Business Intelligence Executive,Business Intelligence,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,Business Analyst,Business Analyst,ELCA,At office,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-09-25 20:49:55.599354,IT Business Analyst - Tại Hà Nội - Thu Nhập Hấp Dẫn,Business Analyst,Blue Belt Technology,At office,IT Product,IT Services and IT Consulting,51-150,Japan
2024-09-25 20:49:55.599354,Frontend Engineer (JavaScript/ReactJS) - NAVER Services,ReactJS,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-09-25 20:49:55.599354,Senior Java Developer (Good English) – Up to $2500,Java,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-09-25 20:49:55.599354,Senior Tester,Tester,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,Project Manager (Software),Project Manager,ADMON Co.ltd,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-09-25 20:49:55.599354,"Junior Front End Dev (ReactJS, TypeScript)",ReactJS,Skylink Innovation,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-09-25 20:49:55.599354,"Middle PHP Developer (HTML, ReactJS)",PHP,"Gearment Co.,Ltd",At office,IT Product,E-commerce,1-50,United States
2024-09-25 20:49:55.599354,"NetSuite ERP Administrator ( Oracle, Cloud )",ERP,Spiraledge,At office,IT Product,Sports and Fitness,301-500,United States
2024-09-25 20:49:55.599354,Software Project Manager,Project Manager,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore
2024-09-25 20:49:55.599354,Senior Frontend Developer (TypeScript/React/.Net),ReactJS,Scandinavian Software Park,At office,IT Product,Software Products and Web Services,51-150,Sweden
2024-09-25 20:49:55.599354,"NodeJS Senior Developer (FE,BE)",NodeJS,Business4you AG,At office,IT Product,"Media, Advertising and Entertainment",51-150,Switzerland
2024-09-25 20:49:55.599354,"Full Stack Developer (Vue.js, Laravel)",VueJS,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-25 20:49:55.599354,"Sr. Frontend Dev (JavaScript, ReactJS, JQuery, English)",JavaScript,NFQ Asia,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Germany
2024-09-25 20:49:55.599354,"Senior Data Engineer (Python, Data Warehouse, Alert)",Python,Simple Tech Investment,At office,IT Product,Financial Services,301-500,Vietnam
2024-09-25 20:49:55.599354,"Senior QA/QC Engineer (Manual, Agile)",QA QC,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-09-25 20:49:55.599354,Junior Fullstack .Net Developer,ASP.NET,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-09-25 20:49:55.599354,[DI6] Senior Tester (Automation/Manual) – MSB - 1Y561,Tester,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,[DI6] Senior Java Developer/Squad Lead – MSB - 1Y560,Java,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,[HN] Senior/Principal Golang Engineer,Golang,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,IT Product,Financial Services,301-500,Japan
2024-09-25 20:49:55.599354,"Middle/Senior PHP Developer (Laravel, OOP)",PHP,VOYAGER INC,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-09-25 20:49:55.599354,"Backend Developer (PHP, MySQL, Laravel)",PHP,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-25 20:49:55.599354,Full Stack Web Developer Role (ASP.Net/C#/JavaScript),ASP.NET,VCTECK,Hybrid,IT Product,Software Products and Web Services,1-50,Vietnam
2024-09-25 20:49:55.599354,DevOps Engineer (Middle/Senior),DevOps,SPG (Specific Group Vietnam),Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-09-25 20:49:55.599354,3 React Native Developer (iOS/Android),React Native,KIMO Corp.,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-09-24 20:49:55.599354,Mid/Senior Hybrid QA/QC Engineer (Manual & Automation),QA QC,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-09-24 20:49:55.599354,"Fullstack Dev & Support (Java, Spring, Angular)",Java,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-24 20:49:55.599354,"Digital Product Owner (Business Analyst, Data Analyst)",Product Owner,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-09-24 20:49:55.599354,"Senior Java Backend (Spring, MongoDB)~ $2000",Java,Dr.JOY,At office,IT Product,Healthcare,51-150,Japan
2024-09-24 20:49:55.599354,Junior Manual Tester,Tester,Skylink Innovation,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-09-24 20:49:55.599354,Senior Java Developer,Java,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore
2024-09-24 20:49:55.599354,"Unity 3D Dev - Digital Transformation (Android, C#)",Unity,Intratech Corp,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-09-24 20:49:55.599354,"Backend Developer (Java, Spring Boot, NodeJS)",Java,Tập Đoàn Đại Trường Phát,At office,IT Product,Education and Training,501-1000,Vietnam
2024-09-24 20:49:55.599354,Product Manager,Product Manager,AlphaSphere,At office,IT Product,Professional Services,1-50,United States
2024-09-24 20:49:55.599354,02 Ruby on Rails,HTML5,HDWEBSOFT,At office,IT Outsourcing,Software Development Outsourcing,151-300,Vietnam
2024-09-24 20:49:55.599354,Chuyên viên Tích hợp và phân tích nghiệp vụ,Business Analyst,Kien Long Bank,At office,Non-IT,Banking,1000+,Vietnam
2024-09-24 20:49:55.599354,5 Flutter Developer,Flutter,Goline Corporation,At office,IT Product,N/A,51-150,Vietnam
2024-09-24 20:49:55.599354,"Senior SRE (Shift Work, AWS, English)",AWS,GFT Technologies Vietnam,Hybrid,IT Service and IT Consulting,Banking,151-300,Germany
2024-09-24 20:49:55.599354,Senior Automation Tester (French),Tester,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-09-24 20:49:55.599354,Full stack cloud developer,ABAP,CoFounder Venture Partners Viet Nam,Hybrid,IT Product,Professional Services,1-50,United States
2024-09-24 20:49:55.599354,Sr Software Engineer ( Java Core/Eclipse Plugin),Java,Renesas Design Vietnam,Hybrid,IT Product,IT Hardware and Computing,1000+,Japan
2024-09-24 20:49:55.599354,"Bridge Software Engineer (AWS, N2+)",AWS,Vietlink,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-09-24 20:49:55.599354,"Backend Engineer (Java, Golang, Python)",Java,Chotot,At office,IT Product,E-commerce,151-300,Singapore
2024-09-24 20:49:55.599354,"IT Support Engineer (System Admin, Networking)",IT Support,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-24 20:49:55.599354,Senior UI/UX Designer - Web / Mobile App / Product,UI-UX,Agile Lab Pte Ltd,Remote,IT Service and IT Consulting,Software Development Outsourcing,1-50,Singapore
2024-09-24 20:49:55.599354,"Mid/Senior Fullstack Engineer (Javascript, NodeJS)",JavaScript,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-09-24 20:49:55.599354,"Senior/Expert Backend Engineer (Javascript, NodeJS)",JavaScript,SMG Swiss Marketplace Group,Remote,IT Product,Software Products and Web Services,51-150,Switzerland
2024-09-24 20:49:55.599354,"Business Analyst (SQL, English)",Business Analyst,Phu Hung Securities (PHS),At office,Non-IT,Financial Services,301-500,Taiwan
2024-09-24 20:49:55.599354,CV Quản lý dự án Project Manager (Agile/ Scrum),Project Manager,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-09-24 20:49:55.599354,"DevOps/SysOps Engineer (System Engineer, Linux, Python)",System Engineer,DatVietVAC,At office,IT Product,"Media, Advertising and Entertainment",501-1000,Vietnam
2024-09-24 20:49:55.599354,Cloud Platform Manager (AWS),Cloud,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-24 20:49:55.599354,"Software Developer (Java, Spring, SQL) - Hybrid working",Java,SHBFinance,Hybrid,IT Product,Financial Services,1000+,Vietnam
2024-09-24 20:49:55.599354,Middle/Senior Backend Developer (NodeJS/NestJS),NodeJS,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-09-24 20:49:55.599354,Senior Fullstack Java Developer,Java,Clever Age,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,France
2024-09-24 20:49:55.599354,Senior Full Stack Developer & Solution Architect,NodeJS,Business4you AG,At office,IT Product,"Media, Advertising and Entertainment",51-150,Switzerland
2024-09-24 20:49:55.599354,System engineer,System Admin,VETC Viet Nam Joint Stock Company,At office,IT Product,"Transportation, Logistics and Warehouse",151-300,Vietnam
2024-09-24 20:49:55.599354,"Software Engineer (JavaScript, TypeScript, ReactJS)",JavaScript,WEBSPARKS,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Singapore
2024-09-24 20:49:55.599354,VTNet - Kỹ Sư UI/UX Designer,UI-UX,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-09-23 20:49:55.599354,Embedded Engineer (English/ Japanese),Embedded,Sharework Corporation,At office,IT Outsourcing,Software Development Outsourcing,151-300,Vietnam
2024-09-23 20:49:55.599354,Flutter Software Engineer,Flutter,LG Electronics Development Vietnam (LGEDV),Hybrid,IT Product,Software Products and Web Services,1000+,South Korea
2024-09-23 20:49:55.599354,"Project Manager (Open for PO, BA, DM to pivot career)",Project Manager,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-23 20:49:55.599354,Automation Test Engineer (Backend API),Automation Test,HCL Vietnam Company Limited,At office,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-09-23 20:49:55.599354,Senior AI Engineer (Python/NLP/LLM),Python,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,IT Product,Financial Services,301-500,Japan
2024-09-23 20:49:55.599354,QA/QC/Tester Engineer (Automation Tester),Automation Test,BIWOCO,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-09-23 20:49:55.599354,Backend Developer (Python),Python,BIWOCO,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-09-23 20:49:55.599354,"Technology Solution Tester (Automation Tester, QA QC)",Tester,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-09-23 20:49:55.599354,Android Developer (Hybrid),Android,Nimble,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Thailand
2024-09-23 20:49:55.599354,Android Developer ( Kotlin/ Java),Android,MAPLE LABS,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-09-23 20:49:55.599354,DevOps Engineer,DevOps,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-23 20:49:55.599354,Technical Project Manager (Engineering Manager/Lead),Project Manager,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-23 20:49:55.599354,Junior Software Developer (Java),Java,Allexceed Việt Nam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-23 20:49:55.599354,Middle/Senior Java Developer,Java,MB Ageas Life,At office,IT Product,Financial Services,501-1000,Vietnam
2024-09-23 20:49:55.599354,QA/QC Automation Tester,Automation Test,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-09-23 20:49:55.599354,Senior/Middle Devops Engineer,AWS,Accenture,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Vietnam
2024-09-23 20:49:55.599354,QA Tester (Up to $1500),QA QC,Ewoosoft Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-09-23 20:49:55.599354,Senior Developer/Technical Lead (.Net) Fluent English,ASP.NET,Wilmar CLV (Cambodia Laos Vietnam),At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-23 20:49:55.599354,"ReactJS Developer (JavaScript, TypeScript)",ReactJS,Goline Corporation,At office,IT Product,N/A,51-150,Vietnam
2024-09-21 20:49:55.599354,Automotive Software Engineer (C++) - Upto 2500$,C++,LG Electronics Development Vietnam (LGEDV),Hybrid,IT Product,Software Products and Web Services,1000+,South Korea
2024-09-21 20:49:55.599354,Fullstack Mobile Developer (Flutter + IOS/Android),Flutter,ITZ,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-09-21 20:49:55.599354,Front end Developer (Angular),Angular,AVNON,At office,IT Service and IT Consulting,Cyber Security,1-50,Singapore
2024-09-21 20:49:55.599354,Chuyên viên chính quản lý ứng dụng Core Banking (SQL),SQL,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,IT Product,Banking,1000+,Vietnam
2024-09-21 20:49:55.599354,"OutSystems Developer (HTML, UI/UX, English)",HTML5,Zwilling J.A. Henckels (Vietnam),At office,Non-IT,Manufacturing and Engineering,51-150,Germany
2024-09-21 20:49:55.599354,SAP ABAP Developer,SAP,Zwilling J.A. Henckels (Vietnam),At office,Non-IT,Manufacturing and Engineering,51-150,Germany
2024-09-21 20:49:55.599354,"Backend Java Developer (Database, Oracle)",Java,Công ty cổ phần Legotech,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-09-21 20:49:55.599354,"Mobile Developer (iOS/Android, English) ~ Remote",Flutter,"KPX Co., Ltd.",Remote,IT Service and IT Consulting,Software Products and Web Services,1-50,South Korea
2024-09-21 20:49:55.599354,"Automation Engineer (Make.com, Zapier, AI Integration)",JSON,For Generations To Come,At office,IT Outsourcing,Professional Services,1-50,Vietnam
2024-09-21 20:49:55.599354,"Backend Engineer (Javascript, NodeJS, Typescript)",JavaScript,FAVOLIST5 ASIA,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Japan
